TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;00.974.902/0001-29;BOLT PREV FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;629.000000;626362.57;;;PJ;61.585.865/0001-51;RAIA DROGASIL S.A. - RAIDROGASIL;2032-11-10;S;DI1;DI de um dia;100.000000;0.618481;;S;N;
CLASSES - FIF;01.375.954/0001-41;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO RESPOSABILIDADE LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;3000.000000;1088850.61;;;PJ;19.347.360/0001-92;LEGACY NEG IMOB E PART SA;2026-03-19;S;DI1;DI de um dia;100.000000;0.000000;;N;N;
CLASSES - FIF;01.591.605/0001-67;SANTANDER INSTITUCIONAL RENDA FIXA REF DI - FIF RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2057.000000;2216634.22;;;PJ;15.139.629/0001-94;COELBA;2027-06-20;S;DI1;DI de um dia;100.000000;1.413421;;S;N;
CLASSES - FIF;01.623.379/0001-59;ITAÚ FPP MODERADO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉD PRIV - RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;574.000000;305679.84;;;PJ;07.282.377/0001-20;ENERGISA SUL SU;2026-07-06;S;DI1;DI de um dia;100.000000;1.552637;;S;N;
CLASSES - FIF;01.623.379/0001-59;ITAÚ FPP MODERADO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉD PRIV - RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;766.000000;406930.45;;;PJ;15.413.826/0001-50;ENERSUL;2026-07-11;S;DI1;DI de um dia;100.000000;1.552632;;S;N;
CLASSES - FIF;01.623.379/0001-59;ITAÚ FPP MODERADO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉD PRIV - RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1790.000000;1837090.04;;;PJ;97.837.181/0001-47;DEXCO S.A;2028-03-30;S;DI1;DI de um dia;100.000000;1.708884;;S;N;
CLASSES - FIF;01.630.558/0001-13;SANTANDER RENDA FIXA REFERENCIADO DI - FIF RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;21178.000000;22821526.24;;;PJ;15.139.629/0001-94;COELBA;2027-06-20;S;DI1;DI de um dia;100.000000;1.413421;;S;N;
CLASSES - FIF;01.630.558/0001-13;SANTANDER RENDA FIXA REFERENCIADO DI - FIF RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;71676.000000;76139336.15;;;PJ;15.483.161/0001-50;ALSOL ENERGIAS;2027-06-23;S;DI1;DI de um dia;100.000000;0.597238;;S;N;
CLASSES - FIF;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;10000.000000;10183498.35;;;PJ;02.600.854/0001-34;TIM BRASIL PART;2030-07-23;S;DI1;DI de um dia;100.000000;0.528012;;S;N;
CLASSES - FIF;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;19900.000000;20265161.72;;;PJ;02.600.854/0001-34;TIM BRASIL PART;2030-07-23;S;DI1;DI de um dia;100.000000;0.551000;;S;N;
CLASSES - FIF;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;1600.000000;1632895.03;;;PJ;89.086.144/0011-98;RANDON SA;2029-11-09;S;DI1;DI de um dia;100.000000;1.309397;;S;N;
CLASSES - FIF;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;17400.000000;17757733.46;;;PJ;89.086.144/0011-98;RANDON SA;2029-11-09;S;DI1;DI de um dia;100.000000;1.167618;;S;N;
CLASSES - FIF;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;10496.000000;10711791.40;;;PJ;89.086.144/0011-98;RANDON SA;2029-11-09;S;DI1;DI de um dia;100.000000;1.150342;;S;N;
CLASSES - FIF;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;901.000000;955316.28;;;PJ;06.057.223/0001-71;SENDAS DISTRIB;2029-06-20;S;DI1;DI de um dia;100.000000;1.258100;;S;N;
CLASSES - FIF;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;27200.000000;28839736.90;;;PJ;06.057.223/0001-71;SENDAS DISTRIB;2029-06-20;S;DI1;DI de um dia;100.000000;1.643468;;S;N;
CLASSES - FIF;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;24000.000000;26215658.59;;;PJ;75.609.123/0001-23;UNIDAS LOCAÇÕES;2029-06-10;S;DI1;DI de um dia;100.000000;2.418474;;S;N;
CLASSES - FIF;02.224.382/0001-62;SANTANDER  EQUILÍBRIO RENDA FIXA REF DI CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;25930.000000;27544687.01;;;PJ;15.483.161/0001-50;ALSOL ENERGIAS;2027-06-23;S;DI1;DI de um dia;100.000000;0.597238;;S;N;
CLASSES - FIF;02.296.928/0001-90;BB INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;6000.000000;6023503.52;;;PJ;61.856.571/0001-17;CIA GAS SAO PAULO COMGAS;2028-05-15;S;DI1;DI de um dia;100.000000;0.450000;;S;N;
CLASSES - FIF;02.296.928/0001-90;BB INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;5000.000000;5043295.85;;;PJ;88.610.126/0001-29;FRAS-LE SA;2030-10-25;S;DI1;DI de um dia;100.000000;0.750000;;S;N;
CLASSES - FIF;02.296.928/0001-90;BB INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;7000.000000;7062747.28;;;PJ;08.402.943/0001-52;GUARARAPES CONFECCOES SA (EX CONFECCOES GUARARAPES SA);2028-10-15;S;DI1;DI de um dia;100.000000;0.950000;;S;N;
CLASSES - FIF;02.296.928/0001-90;BB INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;5000.000000;5050779.94;;;PJ;43.776.517/0001-80;COMPANHIA SANEAMENTO BASICO ESTADO SAO PAULO SABESP;2035-11-14;S;DI1;DI de um dia;100.000000;0.900000;;S;N;
CLASSES - FIF;02.296.928/0001-90;BB INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;2765.000000;2765993.96;;;PJ;01.637.895/0001-32;VOTORANTIM CIMENTOS SA;2033-01-25;S;DI1;DI de um dia;100.000000;0.600000;;S;N;
CLASSES - FIF;02.846.259/0001-83;TIBAGI FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1234.000000;1312850.59;;;PJ;33.000.167/0001-01;PETROLEO BRASILEIRO S.A. PETROBRAS;2030-02-25;S;DI1;DI de um dia;100.000000;1.650000;;S;N;
CLASSES - FIF;03.001.786/0001-50;BB EXCLUSIVE 11 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;2025-11-30;Debêntures;Debênture Permutável;N;Para negociação;;;;;2559.000000;106455.64;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2025-12-31;S;PRE;Taxa de juro prefixada;100.000000;12.682500;;S;N;
CLASSES - FIF;03.303.563/0001-47;PERSONAL FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;129598.58;;;PJ;83.475.913/0001-91;PORTO BELO S/A;2026-03-11;S;DI1;DI de um dia;100.000000;2.742599;;S;N;
CLASSES - FIF;03.303.563/0001-47;PERSONAL FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;CCCB;N;Para negociação;;;;;1.000000;302020.88;;;PJ;15.114.366/0001-69;BANCO BOCOM BBM;2026-08-04;S;DI1;DI de um dia;100.000000;3.157276;;S;N;
CLASSES - FIF;03.303.563/0001-47;PERSONAL FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;500.000000;513568.63;;;PJ;27.317.702/0001-50;SPIC BRASIL ENE;2026-03-30;S;DI1;DI de um dia;100.000000;2.227774;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;20000.000000;22007620.25;;;PJ;50.365.355/0001-52;BIOMETANO VERDE PAULINIA SA;2025-12-31;S;DI1;DI de um dia;100.000000;1.200000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;63380.000000;67618373.61;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CREDITORIOS AGRONEGOCIO SA;2029-06-15;S;DI1;DI de um dia;95.000000;0.000000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;162.000000;202920.86;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2027-09-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.194500;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;30000.000000;31382696.15;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2030-02-15;S;DI1;DI de um dia;96.000000;0.000000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;140000.000000;144431321.13;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2035-09-25;S;DI1;DI de um dia;103.000000;0.000000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;240000.000000;262423658.32;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2035-03-29;S;DI1;DI de um dia;103.000000;0.000000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;78393.000000;81360090.34;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZA  O;2029-10-15;S;DI1;DI de um dia;100.000000;1.500000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;20000.000000;19886183.28;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZA  O;2030-02-25;S;DI1;DI de um dia;100.000000;1.350000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;29742.000000;32636778.85;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2028-12-15;S;DI1;DI de um dia;100.000000;1.700000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;550.000000;571019.53;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2028-06-16;S;DI1;DI de um dia;100.000000;1.500000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;29044.000000;29244810.28;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2028-10-16;S;DI1;DI de um dia;100.000000;1.450000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;53000.000000;44311583.49;;;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2026-09-15;S;DI1;DI de um dia;100.000000;0.600000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;48120.000000;51464359.89;;;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2028-12-15;S;DI1;DI de um dia;100.000000;1.250000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;7841.000000;4071726.81;;;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2027-08-16;S;DI1;DI de um dia;100.000000;1.250000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;49604.000000;12687626.25;;;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2028-10-16;S;DI1;DI de um dia;100.000000;1.300000;;S;N;
CLASSES - FIF;03.389.374/0001-39;BB TOP RF ARROJADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;19343.000000;19391314.72;;;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2028-11-16;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;03.597.122/0001-03;RESULT FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-11-30;Títulos de Crédito Privado;CCCB;N;Para negociação;;;;;1.000000;135475.57;;;PJ;15.114.366/0001-69;BANCO BOCOM BBM;2026-12-28;S;DI1;DI de um dia;100.000000;4.730982;;S;N;
CLASSES - FIF;03.960.320/0001-81;UNIMED RF 100 C EM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;3020.000000;3004281.41;;;PJ;09.288.252/0001-32;ANIMA HOLDING S.A.;2029-10-15;S;DI1;DI de um dia;100.000000;1.500000;;S;N;
CLASSES - FIF;03.960.320/0001-81;UNIMED RF 100 C EM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;11933.000000;12046305.05;;;PJ;55.085.811/0001-24;EXES SECURITIZADORA SA;2031-10-20;S;DI1;DI de um dia;100.000000;1.000000;;S;N;
CLASSES - FIF;03.960.320/0001-81;UNIMED RF 100 C EM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2924.000000;3085448.46;;;PJ;50.746.577/0001-15;COSAN SA INDUSTRIA E COMERCIO;2031-01-30;S;DI1;DI de um dia;100.000000;1.800000;;S;N;
CLASSES - FIF;04.113.821/0001-95;FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO COLÔNIA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;805.000000;851330.71;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2030-02-25;S;DI1;DI de um dia;100.000000;1.647785;;S;N;
CLASSES - FIF;04.113.821/0001-95;FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO COLÔNIA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;393.000000;415618.59;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2030-02-25;S;DI1;DI de um dia;100.000000;1.654398;;S;N;
CLASSES - FIF;04.444.179/0001-27;ANTARCTICA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;528.000000;471171.85;;;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2032-08-15;S;OUT;OUTROS;100.000000;6.588500;;S;N;
CLASSES - FIF;04.444.179/0001-27;ANTARCTICA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;62.000000;47259.20;;;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2033-10-17;S;OUT;OUTROS;100.000000;6.251300;;S;N;
CLASSES - FIF;04.444.179/0001-27;ANTARCTICA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;450.000000;518446.21;;;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2029-07-16;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;3.602000;;S;N;
CLASSES - FIF;04.621.721/0001-70;XP CORPORATE TOP CRÉDITO PRIVADO FI FINANCEIRO EM RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;12000.000000;12114446.38;;;PJ;55.085.811/0001-24;ÉXES SECURITIZADORA S.A.;2031-10-20;S;DI1;DI de um dia;100.000000;1.121225;;S;N;
CLASSES - FIF;04.621.721/0001-70;XP CORPORATE TOP CRÉDITO PRIVADO FI FINANCEIRO EM RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-11-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;10510.000000;11100917.18;;;PJ;29.198.324/0001-68;ABC BRASIL COMERCIALIZADORA DE ENER;2026-07-22;S;DI1;DI de um dia;100.000000;1.198333;;S;N;
