TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
CLASSES - FIAGRO;50.653.785/0001-70;COTRIBÁ FIAGRO-DIREITOS CREDITÓRIOS;2025-08-31;992695;206817620.64;Outros valores mobiliários registrados na CVM objeto de oferta pública;Certificado de recebíveis imobiliários;N;Para negociação;0.000000;0.00;0.000000;0.00;0.000000;22623684.99;;;;CONTRATO DIV FROMTIS;;PJ;62232889000190;BANCO DAYCOVAL S.A.;;;;;;;
CLASSES - FIAGRO;50.653.785/0001-70;COTRIBÁ FIAGRO-DIREITOS CREDITÓRIOS;2025-08-31;992695;206817620.64;Outros valores mobiliários registrados na CVM objeto de oferta pública;Certificado de recebíveis imobiliários;N;Para negociação;0.000000;0.00;0.000000;0.00;0.000000;20823180.80;;;;CPR FROMTIS;;PJ;62232889000190;BANCO DAYCOVAL S.A.;;;;;;;
CLASSES - FIAGRO;50.653.785/0001-70;COTRIBÁ FIAGRO-DIREITOS CREDITÓRIOS;2025-08-31;992695;206817620.64;Outros valores mobiliários registrados na CVM objeto de oferta pública;Certificado de recebíveis imobiliários;N;Para negociação;0.000000;0.00;0.000000;0.00;0.000000;469853.39;;;;CTO CESS?O FROMTIS;;PJ;62232889000190;BANCO DAYCOVAL S.A.;;;;;;;
CLASSES - FIAGRO;50.653.785/0001-70;COTRIBÁ FIAGRO-DIREITOS CREDITÓRIOS;2025-08-31;992695;206817620.64;Outros valores mobiliários registrados na CVM objeto de oferta pública;Certificado de recebíveis imobiliários;N;Para negociação;0.000000;0.00;0.000000;0.00;0.000000;21820787.66;;;;DEMAIS ATIVO FROMTIS;;PJ;62232889000190;BANCO DAYCOVAL S.A.;;;;;;;
CLASSES - FIAGRO;50.653.785/0001-70;COTRIBÁ FIAGRO-DIREITOS CREDITÓRIOS;2025-08-31;992695;206817620.64;Outros valores mobiliários registrados na CVM objeto de oferta pública;Certificado de recebíveis imobiliários;N;Para negociação;0.000000;0.00;0.000000;0.00;0.000000;53462415.10;;;;DEMAIS D.C. FROMTIS;;PJ;62232889000190;BANCO DAYCOVAL S.A.;;;;;;;
CLASSES - FIDC;10.292.322/0001-05;KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2025-08-31;988391;498991356.51;Cotas de Fundos;;S;;;;;;312678.426073;1557053.86;;;;;;PJ;08915927000163;BEM TPF FI FINANCEIRO - CI RF SIMPLES - RESP LIMITADA;;;;;;;
CLASSES - FIDC;10.292.322/0001-05;KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2025-08-31;988391;498991356.51;Cotas de Fundos;;S;;;;;;438684.332065;99741228.68;;;;;;PJ;29492703000166;FRADINHO N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;;;;;;;
CLASSES - FIDC;10.292.322/0001-05;KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2025-08-31;988391;498991356.51;Cotas de Fundos;;S;;;;;;9021615658.420277;18526158.40;;;;;;PJ;10756703000106;KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;;;;;;;
CLASSES - FIDC;10.292.322/0001-05;KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2025-08-31;988391;498991356.51;Cotas de Fundos;;S;;;;;;255312.101301;379400363.72;;;;;;PJ;32400342000195;KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;;;;;;;
CLASSES - FIDC;10.292.322/0001-05;KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2025-08-31;988391;498991356.51;Disponibilidades;Outros;N;Para negociação;;;;;;1000.00;;;;Disponibilidade;;;;;;;;;;;
CLASSES - FIDC;10.292.322/0001-05;KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2025-08-31;988391;498991356.51;Valores a pagar;Outros;N;Para negociação;;;;;;251807.61;;;;Valores a Pagar;;;;;;;;;;;
CLASSES - FIDC;10.292.322/0001-05;KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2025-08-31;988391;498991356.51;Valores a receber;Outros;N;Para negociação;;;;;;17359.46;;;;Valores a Receber;;;;;;;;;;;
CLASSES - FIDC;11.726.466/0001-95;MERITA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;992702;27939547.10;Cotas de Fundos;;S;;512.751845;39679.63;0.000000;0.00;512.751845;40006.45;;;;;;PJ;06175696000173;ITAÚ SOBERANO RENDA FIXA SIMPLES FIF DA CIC RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;11.726.466/0001-95;MERITA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;992702;27939547.10;Cotas de Fundos;;S;;13353.034644;27420943.11;0.000000;0.00;13353.034644;27902051.81;;;;;;PJ;09410142000100;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;;;;;;;
CLASSES - FIDC;11.726.466/0001-95;MERITA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;992702;27939547.10;Disponibilidades;Outros;N;Para negociação;;;;;;2203.13;;;;Disponibilidade;;;;;;;;;;;
CLASSES - FIDC;11.726.466/0001-95;MERITA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;992702;27939547.10;Valores a pagar;Outros;N;Para negociação;;;;;;4714.29;;;;Valores a Pagar;;;;;;;;;;;
CLASSES - FIDC;11.726.466/0001-95;MERITA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;992702;27939547.10;Valores a receber;Outros;N;Para negociação;;;;;;0.00;;;;Valores a Receber;;;;;;;;;;;
CLASSES - FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;988383;570802270.30;Cotas de Fundos;;S;;;;;;24427.775480;121643.70;;;;;;PJ;08915927000163;BEM TPF FI FINANCEIRO - CI RF SIMPLES - RESP LIMITADA;;;;;;;
CLASSES - FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;988383;570802270.30;Cotas de Fundos;;S;;;;;;580.000000;166881749.62;;;;;;PJ;12796029000100;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS;;;;;;;
CLASSES - FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;988383;570802270.30;Cotas de Fundos;;S;;;;;;1000000.000000;303421362.94;;;;;;PJ;09577075000104;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BANCO GM - FINANCIAMENTO A CONCESSIONÁRIAS;;;;;;;
CLASSES - FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;988383;570802270.30;Cotas de Fundos;;S;;;;;;109500.000000;100634752.05;;;;;;PJ;45829624000154;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SALES FINANCE - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;988383;570802270.30;Disponibilidades;Outros;N;Para negociação;;;;;;100.00;;;;Disponibilidade;;;;;;;;;;;
CLASSES - FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;988383;570802270.30;Valores a pagar;Outros;N;Para negociação;;;;;;271520.67;;;;Valores a Pagar;;;;;;;;;;;
CLASSES - FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;988383;570802270.30;Valores a receber;Outros;N;Para negociação;;;;;;14182.66;;;;Valores a Receber;;;;;;;;;;;
CLASSES - FIDC;12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-08-31;990132;43808347.79;Cotas de Fundos;;S;;;;;;876790.640000;4334014.05;;;;;;PJ;09215250000113;BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;;;;;;;
CLASSES - FIDC;12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-08-31;990132;43808347.79;Cotas de Fundos;;S;;;;;;121.560000;39525395.88;;;;;;PJ;12036226000121;SG III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;;;;;;;
CLASSES - FIDC;12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-08-31;990132;43808347.79;Valores a pagar;Outros;N;Para negociação;;;;;;66277.61;;;;VALORES A PAGAR;;;;;;;;;;;
CLASSES - FIDC;12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-08-31;990132;43808347.79;Valores a receber;Outros;N;Para negociação;;;;;;15215.47;;;;VALORES A RECEBER;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Títulos Públicos;;N;Para negociação;0.000000;0.00;0.000000;0.00;35.000000;135746.48;;;;;2060-08-15;;;;;760199;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;14182.573002;357399718.26;;;;;;PJ;14166140000149;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;211759.028103;161049551.63;;;;;;PJ;17012019000150;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;59017.372060;30912155.91;;;;;;PJ;41351629000163;SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;40488.752065;50595269.72;;;;;;PJ;42462120000150;SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;2566.512004;3155471.00;;;;;;PJ;54619680000155;SOMOS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;14400.114183;7665677.16;;;;;;PJ;54889584000127;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SIFRA DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;12000.000000;12337016.56;;;;;;PJ;55257461000136;SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;514.467075;296736598.96;;;;;;PJ;08678936000188;SIFRA PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Cotas de Fundos;;N;;332.706810;25736.05;60.081430;4664.79;9689.821910;756029.21;;;;;;PJ;06175696000173;ITAÚ SOBERANO RENDA FIXA SIMPLES FIF DA CIC RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Disponibilidades;Outros;N;Para negociação;;;;;;110.94;;;;Disponibilidades;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Valores a pagar;Outros;N;Para negociação;;;;;;2.42;;;;DESPESA DE TAXA SELIC;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Valores a pagar;Outros;N;Para negociação;;;;;;583.13;;;;DESPESA COM TAXA DE ADMINISTRA  O;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Valores a pagar;Outros;N;Para negociação;;;;;;583.13;;;;DESPESA COM TAXA DE GEST O;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Valores a pagar;Outros;N;Para negociação;;;;;;9118.40;;;;DESPESA DE AUDITORIA;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Valores a pagar;Outros;N;Para negociação;;;;;;6000.00;;;;TAXA DE GEST O;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Valores a pagar;Outros;N;Para negociação;;;;;;6000.00;;;;TAXA DE ADMINISTRA  O;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Valores a receber;Outros;N;Para negociação;;;;;;17267.14;;;;TAXA FISCALIZA  O CVM - DIFERIDO;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;985137;920739016.60;Valores a receber;Outros;N;Para negociação;;;;;;690.71;;;;TAXA ANBIMA;;;;;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-08-31;984283;1486114574.03;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;11599661.383847;197808156.53;;;;;;PJ;11489344000122;RED PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-08-31;984283;1486114574.03;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;71788708.581120;143110098.51;;;;;;PJ;17015979000174;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-08-31;984283;1486114574.03;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;1241602.394450;732580377.84;;;;;;PJ;17250006000110;RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-08-31;984283;1486114574.03;Cotas de Fundos;;S;;0.000000;0.00;0.000000;0.00;86279.824445;74183548.57;;;;;;PJ;29720595000131;DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-08-31;984283;1486114574.03;Cotas de Fundos;;N;;0.000000;0.00;0.000000;0.00;52.974293;305173.64;;;;;;PJ;30868828000127;ARC CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-08-31;984283;1486114574.03;Cotas de Fundos;;N;;0.000000;0.00;0.000000;0.00;5204.490184;6587141.86;;;;;;PJ;51247291000158;SSG FUNDO DE INVESTIMENTO MULTIMERCADO;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-08-31;984283;1486114574.03;Cotas de Fundos;;N;;0.000000;0.00;0.000000;0.00;11628.791782;15962853.24;;;;;;PJ;52363951000129;ARC DIP JS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-08-31;984283;1486114574.03;Cotas de Fundos;;N;;0.000000;0.00;0.000000;0.00;1686765.508511;1833103.35;;;;;;PJ;57400405000134;SPECIAL SITUATIONS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;;;;;;;
