TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;610854.32;;;;FAZENDA ARAGUAIA I e II;;;;;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;3065740.99;;;;VALE DO MUMBABA / CRUZ DO ESPIRITO SANTO;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;7356751.36;;;;FAZENDA CAVALEIRO E OUTRAS;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;3786188.56;;;;FAZENDA CAMPINA BELA I E II - Ares;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;609760.36;;;;PRIMEIRO RIO / AREZ;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;756619.38;;;;SITIO MAXIXE / CAGUARETAMA;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;4834700.98;;;;FAZENDA DIAMANTINA / LARANJEIRAS DOS GOMES (PARTE A);;;;;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;181584.91;;;;SITIO SANTA MARIA / MONTE ALEGRE;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;19336968.98;;;;FAZENDA CAPRICHO / RIO BRILHANTE;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;328811.93;;;;FAZENDA ILHA /  NISIA FLORESTA;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;575205.10;;;;FAZENDA MIRANDA;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;1080000.00;;;;Loteamento Bonfim;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;12.358.507/0001-09;EXITUS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO;2025-09-30;1040794;736256631.91;Outras aplicações;Outros;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;0.00;;;;FAZENDA CAMPO;;PJ;00000000000000;IMOBILIARIO;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Cotas de Fundos;;N;;0.000000;0.00;0.000000;0.00;266734.818822;1282547.27;;;;;;PJ;10309574000108;OPPORTUNITY LEBLON FI FINANCEIRO RENDA FIXA REFERENCIADO DI - RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Cotas de Fundos;;S;;8.432624;27840.88;0.000000;0.00;78.670792;263341.33;;;;;;PJ;15348108000147;FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA BRL REFERENCIADO DI  LONGO PRAZO;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Disponibilidades;Outros;N;Para negociação;;;;;;100.00;;;;Disponibilidades;;;;;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Valores a pagar;Outros;N;Para negociação;;;;;;12757.87;;;;TAXA DE CONSULTORIA;;;;;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Valores a pagar;Outros;N;Para negociação;;;;;;36723.92;;;;DESPESA DE AUDITORIA;;;;;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Valores a pagar;Outros;N;Para negociação;;;;;;300.00;;;;TAXA DE DISTRIBUI??O;;;;;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Valores a pagar;Outros;N;Para negociação;;;;;;1976.70;;;;DESPESA DE TAXA CETIP;;;;;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Valores a pagar;Outros;N;Para negociação;;;;;;12757.87;;;;TAXA DE ADMINISTRA??O;;;;;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Valores a receber;Outros;N;Para negociação;;;;;;114066940.00;;;;VENDA DE IM?VEIS - INVESTIMENTO (ACABADO);;;;;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Valores a receber;Outros;N;Para negociação;;;;;;3779.19;;;;TAXA CVM;;;;;;;;;;;
CLASSES - FIAGRO;17.198.500/0001-82;SB FUNDO DE INVESTIMENTO NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-09-30;1040507;149336019.78;Valores a receber;Outros;N;Para negociação;;;;;;33792221.00;;;;VALORES A RECEBER S/ VENDA DE IM?VEIS;;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Cotas de Fundos;;S;;;;;;200000.000000;10246945.34;;;;;;PJ;51764889000114;BIGTRADE SUNO FUNDO DE INVESTIMENTO - RESP LIMITADA - DIREITOS CREDITÓRIOS;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Cotas de Fundos;;S;;;;;;17071.675384;32128905.62;;;;;;PJ;28152799000150;GV CASH RENDA FIXA REFERENCIADO DI LONGO PRAZO FUNDO DE INVESTIMENTO;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;30432.000000;31658051.29;;;;;2028-08-02;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;40000.000000;41548108.01;;;;;2029-09-19;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;27649.000000;30097495.30;;;;;2029-11-07;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;22351.000000;24330323.61;;;;;2029-11-07;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;15000.000000;15233170.67;;;;;2030-09-18;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;50000.000000;53083717.74;;;;;2033-10-24;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;16306.000000;16192831.75;;;;;2042-07-15;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;85308.000000;84715938.37;;;;;2042-07-15;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;20000.000000;19861194.35;;;;;2042-07-15;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1000.000000;993059.72;;;;;2042-07-15;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;5000.000000;4965270.61;;;;;2042-07-15;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;140000.000000;139027577.22;;;;;2042-07-15;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;44852.000000;44528171.63;;;;;2042-07-15;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Outras aplicações;Outros instrumentos derivativos;N;Para negociação;;;;;0.000000;10468433.75;;;;Im?veis/TER-R - PRIMAVERA 1;;;;TER-R - PRIMAVERA 1;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Outras aplicações;Outros instrumentos derivativos;N;Para negociação;;;;;0.000000;38150783.60;;;;Im?veis/TER-R - SORRISO;;;;TER-R - SORRISO;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Outras aplicações;Outros instrumentos derivativos;N;Para negociação;;;;;0.000000;1654952.95;;;;Im?veis/TER-R - PRIMAVERA 2;;;;TER-R - PRIMAVERA 2;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Disponibilidades;Outros;N;Para negociação;;;;;;5000.00;;;;Disponibilidade;;;;;;;;;;;
CLASSES - FIAGRO;28.152.777/0001-90;SUNO AGRO - FIAGRO RESPONSABILIDADE LIMITADA;2025-09-30;1016534;620257779.96;Valores a pagar;Outros;N;Para negociação;;;;;;7957547.94;;;;Valores a Pagar;;;;;;;;;;;
