TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;458724510.40;;;Outros;999 X 999
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;232513.38;;;SDC;DI1 X DOL
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;6400857.79;;;SCP;DOL X PRE
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;221006157.01;;;SCE;DOL X REU
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;160036495.73;;;SCP;DOL X PRE
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;34115143.70;;;SCE;DOL X REU
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;10428.59;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;702876328.04;;;Outros;999 X 999
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;102457715.28;;;SDP;DI1 X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1107220806.97;;;SCP;DOL X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;766163088.55;;;SEP;REU X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;174466657.29;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5601717.48;;;SCE;DOL X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;45025274.63;;;SDE;DI1 X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;934356678.90;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;249667806.64;;;SDE;DI1 X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7857792.01;;;SCE;DOL X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;802416999.57;;;SCP;DOL X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1034929791.88;;;SEP;REU X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;940319631.69;;;Outros;999 X 999
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;38148825.07;;;SDP;DI1 X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;15600511.99;;;SLE;IAP X REU
CLASSES - FIF;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;60146.85;;;SCP;DOL X PRE
CLASSES - FIF;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;33516.83;;;SCP;DOL X PRE
CLASSES - FIF;09.523.207/0001-15;BRADESCO TEJO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;251803.64;;;SDL;DI1 X IAP
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;29368103.02;;;SDP;DI1 X PRE
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1206750.79;;;SDP;DI1 X PRE
CLASSES - FIF;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;93271255.00;;;SDM;DI1 X IGM
CLASSES - FIF;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;50546720.00;;;SFD;IPC X DI1
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;118699098.01;;;Outros;999 X 999
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;199691829.78;;;SDC;DI1 X DOL
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1680373022.56;;;SDP;DI1 X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1216785606.42;;;SDL;DI1 X IAP
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;557504259.36;;;SCP;DOL X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;793462420.82;;;Outros;999 X 999
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;777375558.18;;;SDC;DI1 X DOL
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;886199528.11;;;SDP;DI1 X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1500006571.52;;;SDL;DI1 X IAP
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;374785876.99;;;SCP;DOL X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;40001504.33;;;SDE;DI1 X REU
CLASSES - FIF;11.886.391/0001-00;CLASSE A DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;625524.52;;;SDP;DI1 X PRE
CLASSES - FIF;14.239.657/0001-10;CAIXA MASTER CAPITAL PROTEGIDO IBOVESPA CICLICO I FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;16872.15;;;SDP;DI1 X PRE
CLASSES - FIF;15.037.582/0001-58;BB PREV PÚBLICO RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;140950593.00;;;SDM;DI1 X IGM
CLASSES - FIF;15.037.582/0001-58;BB PREV PÚBLICO RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;74267207.00;;;SFD;IPC X DI1
CLASSES - FIF;15.740.377/0001-54;SANTANDER DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3934744169.22;;;SDP;DI1 X PRE
CLASSES - FIF;15.740.377/0001-54;SANTANDER DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;352623442.62;;;SDP;DI1 X PRE
CLASSES - FIF;16.916.060/0001-99;CAIXA INDEXA OURO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3127443.74;;;Outros;999 X 999
CLASSES - FIF;16.916.060/0001-99;CAIXA INDEXA OURO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;61275676.15;;;Outros;999 X 999
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1297917.98;;;SCE;DOL X REU
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;14832338.21;;;SDP;DI1 X PRE
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;82233141.43;;;Outros;999 X 999
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;15901393.89;;;SDP;DI1 X PRE
CLASSES - FIF;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;29256110.48;;;Outros;999 X 999
CLASSES - FIF;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;139813601.13;;;SDL;DI1 X IAP
CLASSES - FIF;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;129898759.40;;;SDL;DI1 X IAP
CLASSES - FIF;32.708.144/0001-93;SANTANDER PB ORITA MULT - FIF RESP LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;565464.40;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;83507360.60;;;Outros;999 X 999
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;43861.52;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;64711741.62;;;SDC;DI1 X DOL
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;18581806.16;;;SDY;DI1 X JPY
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;83507360.60;;;Outros;999 X 999
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;43861.52;;;SDP;DI1 X PRE
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;18581806.16;;;SDY;DI1 X JPY
CLASSES - FIF;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;64711741.62;;;SDC;DI1 X DOL
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;81273388.52;;;Outros;999 X 999
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;362652508.63;;;SDC;DI1 X DOL
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;310022263.72;;;SCP;DOL X PRE
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3673067.91;;;SDP;DI1 X PRE
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;168655065.19;;;Outros;999 X 999
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;306736286.98;;;SCP;DOL X PRE
CLASSES - FIF;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2638144.18;;;SDP;DI1 X PRE
CLASSES - FIF;35.690.218/0001-08;BB MULTIMERCADO OURO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;27338762.68;;;SCO;DOL X OZ1
CLASSES - FIF;35.690.218/0001-08;BB MULTIMERCADO OURO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;203484003.60;;;SCO;DOL X OZ1
CLASSES - FIF;35.803.219/0001-03;G5 MONACO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1412837.84;;;SDP;DI1 X PRE
CLASSES - FIF;35.813.066/0001-85;B3R FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE ILIMITADA;2025-10-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5017.06;;;SDP;DI1 X PRE
CLASSES - FIF;35.813.066/0001-85;B3R FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE ILIMITADA;2025-10-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;8595.26;;;SDP;DI1 X PRE
